24724 1537.28 32.2187 30 30 93.1135 0 0.0209583 1366.44 30720 1024 30 4
49127 1537.59 64.3993 60 60 93.1687 0 0.0418832 1374.55 61440 1024 30 4
73610 1656.89 96.5863 90 90 93.1809 0 0.0582937 1375.87 92160 1024 30 4
96239 50.6569 128.668 120 120 93.2633 0 2.53999 1401.91 122880 1024 30 4
120987 50.0632 160.957 150 150 93.1925 0 3.21508 1394.99 153600 1024 30 4
