4211 46.2814 5.35371 5 5 93.3932 0 0.115677 1333.12 NaN NaN 5 4
23728 22.7434 31.9965 29.9921 30 93.7356 0.0264613 1.40684 1413.97 NaN NaN 5 4
43346 48.2592 58.6471 54.9957 55 93.774 0.00778198 1.21525 1418.72 NaN NaN 5 4
51430 53.4957 70.6056 66.2773 80 93.8697 17.1534 1.31984 1439.54 NaN NaN 5 4
81389 35.6934 111.839 104.983 105 93.8697 0.0163051 3.13332 1440.88 NaN NaN 5 4
99072 41.6122 138.324 129.996 130 93.9794 0.00329238 3.32411 1464.01 NaN NaN 5 4
